algorithm,category,N,B,variant,gpus,repeat_idx,n_kernels,n_memcpy,n_memset,n_cuda_events,model_seq_steps,model_fused_steps,outer_iters,kpi_table,kpi_census,ratio_census_over_model,wall_ms,top_kernels
matched_filter,filter,256,2048,default,A100 SXM4+RTX 4090,0,8,0,0,8,0,0,0,0,,,4978.13,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void vector_fft<(unsigned int)512, EPT<(unsigned int)8>, (un | 1x void regular_fft_r2c<(unsigned int)512, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
matched_filter,filter,1024,2048,default,A100 SXM4+RTX 4090,0,8,0,0,8,0,0,0,0,,,4750.98,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void vector_fft<(unsigned int)2048, EPT<(unsigned int)16>, ( | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void regular_fft_r2c<(unsigned int)2048, EPT<(unsigned int)1 | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
matched_filter,filter,4096,2048,default,A100 SXM4+RTX 4090,0,8,0,0,8,0,0,0,0,,,4808.12,"1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ( | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)8192, EPT<(unsigned int)1 | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
matched_filter,filter,16384,256,default,RTX 4090,0,10,0,0,10,0,0,0,0,,,4876.14,"1x void regular_fft_factor<(unsigned int)256, EPT<(unsigned int | 1x void regular_fft_factor<(unsigned int)128, EPT<(unsigned int | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
matched_filter,filter,16384,512,default,A100 SXM4,0,10,0,0,10,0,0,0,0,,,4684.91,"1x void regular_fft_factor<(unsigned int)256, EPT<(unsigned int | 1x void regular_fft_factor<(unsigned int)128, EPT<(unsigned int | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi | 1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
median,filter,256,2048,default,A100 SXM4+RTX 4090,0,2,0,0,2,0,0,0,0,,,4928.83,"1x void at::native::<unnamed>::gatherMedian<float, unsigned int | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
median,filter,1024,1024,default,A100 SXM4+RTX 4090,0,2,0,0,2,0,0,0,0,,,4717.06,"1x void at::native::<unnamed>::gatherMedian<float, unsigned int | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
median,filter,4096,256,default,A100 SXM4+RTX 4090,0,2,0,0,2,0,0,0,0,,,4838.89,"1x void at::native::<unnamed>::gatherMedian<float, unsigned int | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
median,filter,16384,64,default,A100 SXM4+RTX 4090,0,2,0,0,2,0,0,0,0,,,5685.58,"1x void at::native::<unnamed>::gatherMedian<float, unsigned int | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
savgol,filter,256,2048,default,RTX 4090,0,1,0,0,1,0,0,0,0,,,4914.11,"1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
savgol,filter,1024,2048,default,RTX 4090,0,1,0,0,1,0,0,0,0,,,5036.85,"1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
savgol,filter,4096,2048,default,RTX 4090,0,1,0,0,1,0,0,0,0,,,4832.14,"1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
savgol,filter,16384,2048,default,RTX 4090,0,1,0,0,1,0,0,0,0,,,4717.06,"1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
wiener,filter,256,2048,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4721.28,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::unrolled_elementwise_kernel<at::native::Bin | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x abs_kernel_vectorized4_kernel | 1x void vector_fft<(unsigned int)256, EPT<(unsigned int)16>, (u | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
wiener,filter,1024,2048,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4757.53,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x abs_kernel_vectorized4_kernel | 1x void at::native::unrolled_elementwise_kernel<at::native::Bin | 1x void regular_fft_r2c<(unsigned int)1024, EPT<(unsigned int)1 | 1x void vector_fft<(unsigned int)1024, EPT<(unsigned int)16>, ( | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
wiener,filter,4096,2048,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4840.59,"1x void at::native::unrolled_elementwise_kernel<at::native::Bin | 1x void vector_fft<(unsigned int)4096, EPT<(unsigned int)16>, ( | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void regular_fft_r2c<(unsigned int)4096, EPT<(unsigned int)1"
wiener,filter,16384,512,default,RTX 4090,0,11,0,0,11,0,0,0,0,,,4705.84,"1x void at::native::unrolled_elementwise_kernel<at::native::Bin | 1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void vector_fft<(unsigned int)8192, EPT<(unsigned int)32>, ("
wiener,filter,16384,1024,default,A100 SXM4,0,11,0,0,11,0,0,0,0,,,4836.61,"1x void at::native::unrolled_elementwise_kernel<at::native::Bin | 1x void vector_fft<(unsigned int)16384, EPT<(unsigned int)16>,  | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x void postprocess_kernel<float, unsigned int, (loadstore_modi"
cnn_denoiser,ml_enhanced,256,2048,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4588.21,"3x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x _5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1 | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>( | 1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
cnn_denoiser,ml_enhanced,1024,512,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4646.98,"3x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x _5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1 | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>( | 1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
cnn_denoiser,ml_enhanced,4096,128,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4784.18,"3x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x _5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1 | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>( | 1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
cnn_denoiser,ml_enhanced,16384,32,default,A100 SXM4+RTX 4090,0,10,0,0,10,0,0,0,0,,,4760.88,"3x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x _5x_cudnn_ampere_scudnn_128x32_relu_small_nn_v1 | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>( | 1x void cudnn::cnn::conv2d_grouped_direct_kernel<(bool)0, (bool"
lstm_denoiser,ml_enhanced,256,128,default,A100 SXM4+RTX 4090,0,8,0,0,8,0,0,0,0,,,4890.90,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void RNN_blockPersist_fp_LSTM<float, float, float, (int)128> | 1x ampere_sgemm_128x32_tn | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int, | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
lstm_denoiser,ml_enhanced,1024,1,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,1024,0,0,,,4932.52,"2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void RNN_blockPersist_fp_LSTM<float, float, float, (int)128> | 1x void gemmk1_kernel<int, float, (int)256, (int)5, (bool)1, (b | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int, | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
lstm_denoiser,ml_enhanced,4096,1,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,4096,0,0,,,4738.62,"2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void RNN_blockPersist_fp_LSTM<float, float, float, (int)128> | 1x void gemmk1_kernel<int, float, (int)256, (int)5, (bool)1, (b | 1x void gemv2T_kernel_val<int, int, float, float, float, float, | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
lstm_denoiser,ml_enhanced,16384,1,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,16384,0,0,,,4735.90,"2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void RNN_blockPersist_fp_LSTM<float, float, float, (int)128> | 1x ampere_sgemm_128x32_tn | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int, | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
transformer_denoiser,ml_enhanced,256,64,default,A100 SXM4+RTX 4090,0,24,0,0,24,0,0,0,0,,,4581.65,"8x ampere_sgemm_32x128_tn | 4x void at::native::<unnamed>::vectorized_layer_norm_kernel<flo | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttenti | 2x void cublasLt::epilogue::impl::globalKernel<(int)8, (int)32, | 2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x ampere_sgemm_32x128_nn | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int,"
transformer_denoiser,ml_enhanced,1024,8,default,A100 SXM4+RTX 4090,0,24,0,0,24,0,0,0,0,,,4665.34,"8x ampere_sgemm_32x128_tn | 4x void at::native::<unnamed>::vectorized_layer_norm_kernel<flo | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttenti | 2x void cublasLt::epilogue::impl::globalKernel<(int)8, (int)32, | 2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x ampere_sgemm_32x128_nn | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int,"
transformer_denoiser,ml_enhanced,4096,1,default,A100 SXM4+RTX 4090,0,24,0,0,24,0,0,0,0,,,4769.79,"8x ampere_sgemm_32x128_tn | 4x void at::native::<unnamed>::vectorized_layer_norm_kernel<flo | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttenti | 2x void cublasLt::epilogue::impl::globalKernel<(int)8, (int)32, | 2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int, | 1x void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (b"
transformer_denoiser,ml_enhanced,16384,1,default,A100 SXM4+RTX 4090,0,24,0,0,24,0,0,0,0,,,4836.50,"8x ampere_sgemm_32x128_tn | 4x void at::native::<unnamed>::vectorized_layer_norm_kernel<flo | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttenti | 2x void cublasLt::epilogue::impl::globalKernel<(int)8, (int)32, | 2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x ampere_sgemm_32x128_nn | 1x std::enable_if<!T7, void>::type internal::gemvx::kernel<int,"
esprit,spectral,256,128,default,A100 SXM4,0,19,5,0,24,0,0,0,0,,,4623.29,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,256,128,default,A100 SXM4,1,19,5,0,24,0,0,0,0,,,4749.95,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,256,512,default,RTX 4090,0,19,5,0,24,0,0,0,0,,,4866.67,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,256,512,default,RTX 4090,1,19,5,0,24,0,0,0,0,,,4949.73,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,512,1,default,RTX 4090,0,44,7,2,53,0,0,0,0,,,4855.78,"6x copy_info_kernel(int, int *) | 4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void ormqr_cta_kernel<float2, (int)4, (int)1>(long long, lon | 2x void at::native::unrolled_elementwise_kernel<at::native::dir | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 1x void steqr_ker<stedc_params_<float, (int)8, (int)16>, float, | 1x void sytrd4_cta<sytrd_params<float2, (int)16, (int)32, (int)"
esprit,spectral,512,1,default,RTX 4090,1,44,7,2,53,0,0,0,0,,,4768.96,"6x copy_info_kernel(int, int *) | 4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 4x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 2x void ormqr_cta_kernel<float2, (int)4, (int)1>(long long, lon | 2x void at::native::unrolled_elementwise_kernel<at::native::dir | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 1x void steqr_ker<stedc_params_<float, (int)8, (int)16>, float, | 1x void sytrd4_cta<sytrd_params<float2, (int)16, (int)32, (int)"
esprit,spectral,512,128,default,A100 SXM4,0,19,5,0,24,0,0,0,0,,,5082.51,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,512,128,default,A100 SXM4,1,19,5,0,24,0,0,0,0,,,4715.63,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,1024,2,default,RTX 4090,0,19,5,0,24,0,0,0,0,,,4919.27,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,1024,2,default,RTX 4090,1,19,5,0,24,0,0,0,0,,,4715.68,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,1024,128,default,A100 SXM4,0,19,5,0,24,0,0,0,0,,,5012.05,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
esprit,spectral,1024,128,default,A100 SXM4,1,19,5,0,24,0,0,0,0,,,4811.19,"4x void at::native::elementwise_kernel<(int)128, (int)2, void a | 2x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 2x void <unnamed>::elementwise_kernel_with_index<int, at::nativ | 2x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x void geqrSolve_batch_kernel<float2, float, (int)8, (int)32,  | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
music,spectral,256,2,default,RTX 4090,0,18,1,0,19,0,0,0,0,,,4942.81,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x ampere_cgemm_32x32_nn | 1x ampere_cgemm_32x32_nt | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 1x void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, fl | 1x void syevj_music_kernel<(int)16>(int *)"
music,spectral,256,2,default,RTX 4090,1,18,1,0,19,0,0,0,0,,,4659.14,"2x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x ampere_cgemm_32x32_nn | 1x ampere_cgemm_32x32_nt | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native: | 1x void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, fl | 1x void syevj_music_kernel<(int)16>(int *)"
music,spectral,256,2048,default,A100 SXM4,0,16,1,0,17,0,0,0,0,,,4827.99,"1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
music,spectral,256,2048,default,A100 SXM4,1,16,1,0,17,0,0,0,0,,,4791.06,"1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x32_cn | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
music,spectral,512,1024,default,RTX 4090,0,16,1,1,18,0,0,0,0,,,4747.07,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::reduce_kernel<(int)512, (int)1, at::native:"
music,spectral,512,1024,default,RTX 4090,1,16,1,1,18,0,0,0,0,,,4755.92,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
music,spectral,512,2048,default,A100 SXM4,0,16,1,0,17,0,0,0,0,,,4673.21,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
music,spectral,512,2048,default,A100 SXM4,1,16,1,0,17,0,0,0,0,,,4830.78,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
music,spectral,1024,1024,default,A100 SXM4,0,16,1,1,18,0,0,0,0,,,4768.94,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
music,spectral,1024,1024,default,A100 SXM4,1,16,1,1,18,0,0,0,0,,,4830.80,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n"
music,spectral,1024,2048,default,RTX 4090,0,16,1,0,17,0,0,0,0,,,4994.50,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
music,spectral,1024,2048,default,RTX 4090,1,16,1,0,17,0,0,0,0,,,4843.57,"1x ampere_cgemm_32x32_cn | 1x void batch_parallel_jacobi_algo1<float2, float, (int)16>(int | 1x ampere_cgemm_32x64_tn | 1x ampere_cgemm_32x32_nt | 1x abs_kernel_vectorized4_kernel | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a"
periodogram,spectral,256,2048,default,A100 SXM4+RTX 4090,0,6,0,0,6,0,0,0,0,,,4746.57,"1x void at::native::_fft_conjugate_copy_kernel<c10::complex<flo | 1x abs_kernel_vectorized4_kernel | 1x void regular_fft_r2c<(unsigned int)256, EPT<(unsigned int)8> | 1x void at::native::elementwise_kernel<(int)128, (int)2, void a | 1x void at::native::vectorized_elementwise_kernel<(int)4, at::n | 1x void at::native::vectorized_elementwise_kernel<(int)4, void "
